2026-06-15 01:37,London,20.1,6.8
2026-06-21 15:56,Mumbai,32.8,11.7
2026-06-21 15:56,London,25.1,4.0
2026-06-21 15:56,New York,17.6,5.5
2026-06-23 17:27,New York,22.2,5.0
